Date,Reach,Impressions,Link clicks,Landing page views,Post engagement,3-second video plays,ThruPlays,Post comments,Post saves,Post reactions,Post shares,Video plays at 50%,Leads,Amount Spent,Country,Objective
14/09/2021,9330,12501,66,35,72,,,5,1,,,,3,71.95,Egypt,CPA
14/09/2021,178080,180601,834,80,18679,17670,2020,27,13,132,3,5724,2,180.97,Egypt,CPMR
13/09/2021,19712,22283,432,62,18383,17951,15926,,,,,15964,1,231.93,KSA,CPV
13/09/2021,136671,167135,50,32,74344,74213,16225,15,4,58,4,25687,,280.87,Egypt,CPE
13/09/2021,13308,19677,140,22,145,,,,,4,1,,,28.98,Egypt,Remarketing
13/09/2021,43672,78281,257,33,275,,,,1,15,2,,,288.09,KSA,CPC
13/09/2021,5937,11785,143,25,1291,1147,266,,,1,,373,,43.41,Egypt,CPC
13/09/2021,17464,36098,118,41,130,,,3,1,7,1,,,44.08,Egypt,CPLPV
13/09/2021,11704,16190,86,36,95,,,5,,4,,,1,72.05,Egypt,CPA
13/09/2021,200926,205449,858,98,20711,19743,2075,21,15,72,2,6234,2,178.42,Egypt,CPMR
12/9/2021,6530,6841,96,14,4470,4374,3888,,,,,3888,,69.84,KSA,CPV
12/9/2021,13767,20983,136,17,148,,,2,1,8,1,,,31.16,Egypt,Remarketing
12/9/2021,45432,78440,252,38,270,,,,,18,,,,292.08,KSA,CPC
12/9/2021,10416,12132,412,24,1464,1048,231,,,3,1,306,,35.05,Egypt,CPC
12/9/2021,17824,34148,127,57,138,,,1,2,6,2,,1,48.55,Egypt,CPLPV
12/9/2021,14060,19288,134,93,162,,,14,1,11,2,,5,75.61,Egypt,CPA
12/9/2021,196257,204166,832,77,21811,20862,2307,26,13,74,4,6530,2,200.32,Egypt,CPMR
11/9/2021,72384,88429,,,63664,63662,49716,,1,1,,55005,,326.54,Egypt,CPE
11/9/2021,13032,19869,125,15,131,,,,,6,,,,30.06,Egypt,Remarketing
11/9/2021,44655,77633,250,46,273,,,,1,22,,,,297.33,KSA,CPC
11/9/2021,16276,19397,889,33,2277,1387,262,,,1,,366,,46.12,Egypt,CPC
11/9/2021,14360,31055,124,54,132,,,5,,3,,,,43.68,Egypt,CPLPV
11/9/2021,11784,16367,107,58,132,,,13,1,10,1,,6,72.84,Egypt,CPA
11/9/2021,151765,151765,694,73,18152,17345,1971,32,13,65,3,5406,3,181.75,Egypt,CPMR
10/9/2021,68766,84940,,,60406,60404,46024,,,2,,51611,,341.75,Egypt,CPE
10/9/2021,12068,19579,146,22,149,,,,,3,,,,31.2,Egypt,Remarketing
10/9/2021,42168,74328,256,32,269,,,,1,12,,,,302.18,KSA,CPC
10/9/2021,14560,18077,915,38,2279,1360,284,,,3,1,391,,47.91,Egypt,CPC
10/9/2021,12836,30386,122,53,128,,,2,,4,,,,43.77,Egypt,CPLPV
10/9/2021,10380,14119,93,52,108,,,7,3,4,1,,5,71.53,Egypt,CPA
10/9/2021,154840,154840,682,77,18718,17916,2007,35,11,68,6,5635,,187.03,Egypt,CPMR
9/9/2021,34521,36335,1,,24786,24785,18131,,,,,20680,,156.65,Egypt,CPE
9/9/2021,11828,18147,113,15,119,,,,,5,1,,,28.58,Egypt,Remarketing
9/9/2021,43018,73854,209,29,232,,,,1,20,2,,,285.13,KSA,CPC
9/9/2021,15459,17010,895,40,2648,1751,394,,,2,,522,,42,Egypt,CPC
9/9/2021,13681,30996,128,48,133,,,,1,4,,,,42.7,Egypt,CPLPV
9/9/2021,12894,17224,79,32,93,,,6,,7,1,,3,72.1,Egypt,CPA
9/9/2021,163255,164570,644,58,18355,17592,1803,38,9,69,3,5299,,182.23,Egypt,CPMR
8/9/2021,68487,96728,14,7,1338,,,3,1,513,1,,,283.08,Egypt,CPE
8/9/2021,13506,20261,119,12,123,,,,,4,,,,29.26,Egypt,Remarketing
8/9/2021,46737,81431,248,38,273,,,2,,23,,,1,287.19,KSA,CPC
8/9/2021,19107,22214,1053,26,2641,1580,305,,,8,,429,,47.16,Egypt,CPC
8/9/2021,11669,25433,183,87,184,,,,,1,,,,46.36,Egypt,CPLPV
8/9/2021,13351,18334,117,68,137,,,9,3,7,1,,3,77.99,Egypt,CPA
8/9/2021,170519,176125,711,80,17719,16916,1804,27,7,54,4,5179,2,187.85,Egypt,CPMR
7/9/2021,57897,82801,11,6,1446,,,9,3,718,8,,,273.72,Egypt,CPE
7/9/2021,14331,22825,135,13,139,,,,1,3,,,,30.56,Egypt,Remarketing
7/9/2021,48454,82697,267,36,299,,,3,2,27,,,,287.65,KSA,CPC
7/9/2021,20561,23783,1126,47,3224,2091,471,,2,4,1,610,,47.79,Egypt,CPC
7/9/2021,13333,28776,221,89,223,,,,,2,,,,47.27,Egypt,CPLPV
7/9/2021,12217,17583,134,65,144,,,5,,4,1,,6,72.24,Egypt,CPA
7/9/2021,128241,130435,739,101,19008,18133,2434,37,13,82,4,6597,3,181.84,Egypt,CPMR
6/9/2021,43536,60817,10,6,1510,,,11,6,950,9,,,268.2,Egypt,CPE
6/9/2021,14881,23410,134,17,139,,,,1,4,,,,31.8,Egypt,Remarketing
6/9/2021,47792,81440,252,39,274,,,3,1,18,,,1,284.9,KSA,CPC
6/9/2021,21364,24952,1116,46,2952,1828,414,1,,7,,551,,48.84,Egypt,CPC
6/9/2021,13648,28829,200,78,205,,,1,2,2,,,,44.3,Egypt,CPLPV
6/9/2021,11404,17013,115,60,129,,,7,,6,1,,7,72.64,Egypt,CPA
6/9/2021,141661,149367,818,108,20864,19884,2599,45,19,84,14,6988,2,188.1,Egypt,CPMR
5/9/2021,13708,22808,123,13,128,,,,1,4,,,,32.1,Egypt,Remarketing
5/9/2021,51248,80470,296,69,316,,,,,20,,,,285.62,KSA,CPC
5/9/2021,21039,24419,1217,52,3082,1858,430,,,7,,569,,50.41,Egypt,CPC
5/9/2021,13348,28338,219,106,227,,,2,1,5,,,,45.41,Egypt,CPLPV
5/9/2021,10502,15313,108,61,125,,,9,,7,1,,3,73.81,Egypt,CPA
5/9/2021,158952,158952,850,105,21505,20503,2568,48,11,81,12,7167,2,186.31,Egypt,CPMR
4/9/2021,65456,86881,,,1280,,,3,7,495,1,,,361.2,Egypt,CPE
4/9/2021,14324,23229,122,26,133,,,2,1,8,,,,29.44,Egypt,Remarketing
4/9/2021,61919,96067,356,92,379,,,2,4,16,1,,,293.78,KSA,CPC
4/9/2021,15036,17093,845,34,2170,1316,300,,,9,,375,,47.31,Egypt,CPC
4/9/2021,12736,25166,216,111,221,,,3,,2,,,,44.9,Egypt,CPLPV
4/9/2021,8402,11831,93,53,111,,,6,4,8,,,5,75.17,Egypt,CPA
4/9/2021,176672,179543,1145,158,27968,26648,4008,55,16,100,4,9781,5,180.64,Egypt,CPMR
3/9/2021,56608,81632,4,,1833,,,5,3,1008,2,,,350.24,Egypt,CPE
3/9/2021,9874,16968,96,20,101,,,,,5,,,,25.82,Egypt,Remarketing
3/9/2021,51728,82996,340,84,366,,,5,1,19,1,,1,278.96,KSA,CPC
3/9/2021,19668,22597,1103,45,2755,1645,360,,,7,,502,,50.12,Egypt,CPC
3/9/2021,12020,23037,207,98,211,,,3,,1,,,1,44.81,Egypt,CPLPV
3/9/2021,6832,10069,104,66,120,,,6,2,7,1,,3,70.76,Egypt,CPA
3/9/2021,176150,176150,819,97,21699,20752,2396,40,9,72,7,6795,,179.34,Egypt,CPMR
2/9/2021,14916,15709,2,,536,,,3,1,381,,,,113.56,Egypt,CPE
2/9/2021,12464,21297,112,23,116,,,1,,3,,,,41.33,Egypt,Remarketing
2/9/2021,52384,81837,338,67,364,,,3,1,22,,,,275.42,KSA,CPC
2/9/2021,16640,18994,1057,29,2727,1660,362,,,9,1,479,,48.07,Egypt,CPC
2/9/2021,12628,24445,222,94,230,,,1,,7,,,1,49.67,Egypt,CPLPV
2/9/2021,8426,11293,94,52,109,,,6,1,7,1,,3,84.61,Egypt,CPA
2/9/2021,191712,192146,757,84,21985,21084,2294,46,11,82,5,6588,1,182.57,Egypt,CPMR
1/9/2021,7630,12324,73,27,77,,,,,4,,,,25.02,Egypt,Remarketing
1/9/2021,34273,44698,187,34,203,,,2,1,13,,,1,150.5,KSA,CPC
1/9/2021,3,3,,,,,,,,,,,,0.04,Egypt,Remarketing
1/9/2021,10848,11804,703,23,1766,1060,238,,,3,,326,,28.99,Egypt,CPC
1/9/2021,9490,17605,153,77,156,,,2,,1,,,1,36.29,Egypt,CPLPV
1/9/2021,5894,7886,62,37,72,,,3,,7,,,2,61.92,Egypt,CPA
1/9/2021,212670,215941,816,90,19944,19030,2049,26,6,64,2,5766,,176.27,Egypt,CPMR
31/08/2021,607,608,3,5,3,,,,,,,,1,45.03,Egypt,CPA
31/08/2021,38944,39909,223,22,6315,6012,1329,1,1,77,1,1360,,459.98,KSA,CPMR
31/08/2021,102561,142240,16,10,44784,44668,6758,6,4,86,4,9619,,307.29,Egypt,CPE
31/08/2021,12332,13562,781,29,1828,1036,256,2,,9,,327,,29.7,Egypt,CPC
31/08/2021,198174,200031,808,52,23007,22134,1861,3,1,60,1,1056,,180.27,Egypt,CPMR
30/08/2021,17628,22279,143,76,162,,,8,2,8,1,,4,113.42,Egypt,CPA
30/08/2021,105247,167622,979,258,1032,,,,2,50,1,,,968.43,KSA,CPLPV
30/08/2021,41975,43196,225,34,7234,6939,1427,1,2,65,2,1453,,458.58,KSA,CPMR
30/08/2021,95038,143480,27,18,47208,47077,7563,13,8,77,6,10548,,310.71,Egypt,CPE
30/08/2021,12472,14123,790,28,1937,1143,251,1,,3,,338,,34.45,Egypt,CPC
30/08/2021,194079,200128,816,51,23517,22648,1879,4,,47,2,1100,,184.41,Egypt,CPMR
29/08/2021,20548,26816,210,127,251,,,17,1,18,5,,7,134.01,Egypt,CPA
29/08/2021,123839,224203,1362,342,1438,,,,2,72,2,,,1358.68,KSA,CPLPV
29/08/2021,56881,57710,204,26,7745,7479,1300,,,61,1,1334,,437.13,KSA,CPMR
29/08/2021,13185,15313,826,39,1914,1085,240,,,3,,333,,35.4,Egypt,CPC
29/08/2021,207935,215723,845,58,25881,24970,2060,4,1,57,4,1221,,181.37,Egypt,CPMR
28/08/2021,18344,24589,196,115,228,,,15,1,16,,,3,120.48,Egypt,CPA
28/08/2021,142367,234211,1495,374,1585,,,1,3,85,1,,,1495.56,KSA,CPLPV
28/08/2021,65695,69671,255,25,8897,8588,1408,,,54,,1435,,448.7,KSA,CPMR
28/08/2021,59489,67109,1,,37473,37465,23027,,1,6,,22741,,214.46,Egypt,CPE
28/08/2021,12436,13875,779,25,1899,1118,257,,,2,,342,,34.23,Egypt,CPC
28/08/2021,226112,228192,827,48,25780,24892,2029,6,1,52,2,1212,,205.7,Egypt,CPMR
27/08/2021,17688,24187,173,98,209,,,13,3,17,3,,3,121.96,Egypt,CPA
27/08/2021,98879,199003,1001,242,1071,,,1,1,66,2,,,1287.42,KSA,CPLPV
27/08/2021,85385,85385,246,14,9009,8697,1283,,,66,,1304,,422.59,KSA,CPMR
27/08/2021,53278,60356,2,,34182,34171,21299,1,,7,1,21052,,200.85,Egypt,CPE
27/08/2021,11955,13820,762,28,1789,1023,213,,,4,,311,,35.63,Egypt,CPC
27/08/2021,151710,154247,697,52,20892,20133,1642,1,,58,3,966,,200.89,Egypt,CPMR
26/08/2021,15236,19975,150,86,169,,,9,,9,1,,3,122.4,Egypt,CPA
26/08/2021,62928,85098,571,174,595,,,,1,22,1,,,534.21,KSA,CPLPV
26/08/2021,15208,17983,74,13,80,,,,1,4,1,,,81.12,KSA,CPC
26/08/2021,104031,107233,289,13,9426,9104,1005,,1,32,,1015,,386.81,KSA,CPMR
26/08/2021,49856,56429,2,,33228,33218,21238,1,,7,,20968,,202.69,Egypt,CPE
26/08/2021,11084,12557,722,17,1626,900,176,,,3,1,229,,32.35,Egypt,CPC
26/08/2021,123359,125615,541,28,15644,15058,1299,3,,38,4,738,,163.64,Egypt,CPMR
25/08/2021,13528,18408,125,73,140,,,4,3,8,,,1,115.11,Egypt,CPA
25/08/2021,15944,25156,241,83,261,,,1,,18,1,,,128.43,KSA,CPLPV
25/08/2021,40566,71059,283,41,298,,,,1,14,,,,279.01,KSA,CPC
25/08/2021,133460,138314,279,16,10840,10510,1257,2,1,48,,1270,,398.99,KSA,CPMR
25/08/2021,93493,114195,3,,1585,,,5,3,760,21,,,210.38,Egypt,CPE
25/08/2021,12569,14337,775,19,1793,1015,188,1,,2,,255,,32.71,Egypt,CPC
25/08/2021,150620,150620,672,39,19192,18473,1473,5,,41,1,860,1,173.85,Egypt,CPMR
24/08/2021,15036,19945,125,79,154,,,17,2,10,,,5,115.8,Egypt,CPA
24/08/2021,21091,32436,241,99,252,,,,1,10,,,,140.72,KSA,CPLPV
24/08/2021,11788,21218,123,34,125,,,,,2,,,,101.71,KSA,CPC
24/08/2021,33703,57863,218,40,235,,,1,,15,1,,2,212.49,KSA,CPC
24/08/2021,18954,19805,138,15,4072,3839,933,,1,94,,960,,247.55,KSA,CPMR
24/08/2021,58781,74309,5,,1599,,,7,8,1014,25,,,202.81,Egypt,CPE
24/08/2021,12164,13973,771,28,1763,987,214,,,5,,310,,34.66,Egypt,CPC
24/08/2021,151411,151411,668,43,19371,18638,1582,3,,59,3,913,,180.93,Egypt,CPMR
23/08/2021,15752,20642,151,97,177,,,13,3,9,1,,3,115.11,Egypt,CPA
23/08/2021,14108,30032,225,111,231,,,,1,5,,,,135.59,KSA,CPLPV
23/08/2021,22743,43636,238,61,240,,,,,2,,,,162.03,KSA,CPC
23/08/2021,31808,49423,207,34,224,,,1,1,13,2,,,178.45,KSA,CPC
23/08/2021,41790,42851,206,25,6348,6081,1077,,,60,1,1097,,231.56,KSA,CPMR
23/08/2021,50788,68707,4,,1812,,,4,7,1192,35,,,204.81,Egypt,CPE
23/08/2021,12699,14807,823,23,1952,1123,241,,1,5,,328,,35.45,Egypt,CPC
23/08/2021,145663,148932,674,43,20742,20013,1704,1,1,53,,946,,178.44,Egypt,CPMR
22/08/2021,14094,18633,153,103,178,,,14,1,9,1,,5,112.83,Egypt,CPA
22/08/2021,14299,27515,203,92,207,,,,,4,,,,122.23,KSA,CPLPV
22/08/2021,22374,42669,237,78,241,,,,1,3,,,,142.57,KSA,CPC
22/08/2021,34215,53775,240,52,249,,,,,9,,,,182.23,KSA,CPC
22/08/2021,59785,63086,144,12,7018,6840,921,2,,30,2,936,,245.15,KSA,CPMR
22/08/2021,13743,15703,730,22,1969,1232,282,,,7,,385,,35.12,Egypt,CPC
22/08/2021,148975,153071,783,53,22693,21855,2009,3,4,47,1,1099,,184.77,Egypt,CPMR
21/08/2021,13184,17189,155,108,193,,,18,3,15,2,,3,112.34,Egypt,CPA
21/08/2021,16422,32207,222,102,228,,,,,5,1,,,138.41,KSA,CPLPV
21/08/2021,30577,58085,345,97,348,,,,,3,,,,177.74,KSA,CPC
21/08/2021,37833,62418,228,59,256,,,3,1,24,,,,191.29,KSA,CPC
21/08/2021,28029,30478,185,14,4989,4762,990,1,,41,,1018,,242.7,KSA,CPMR
21/08/2021,97900,108001,80,41,2668,,,23,7,542,11,,,193.31,Egypt,CPE
21/08/2021,13395,15153,701,40,1827,1116,238,2,,8,,332,,33.73,Egypt,CPC
21/08/2021,151927,156431,693,54,22792,22039,1857,10,,47,3,1061,,181.71,Egypt,CPMR
20/08/2021,10664,13916,180,120,213,,,18,2,12,1,,6,111.92,Egypt,CPA
20/08/2021,15239,29559,219,97,227,,,,,7,1,,,129.98,KSA,CPLPV
20/08/2021,29383,53985,305,83,309,,,,,4,,,1,170.6,KSA,CPC
20/08/2021,37407,61182,258,70,282,,,4,1,17,2,,1,192.61,KSA,CPC
20/08/2021,37688,39520,175,14,5667,5446,964,,,46,,990,,232.18,KSA,CPMR
20/08/2021,105374,117807,79,36,3017,,,12,5,492,9,,,219.05,Egypt,CPE
20/08/2021,12544,14424,761,35,1814,1047,210,1,,4,1,283,1,34.46,Egypt,CPC
20/08/2021,155929,158773,754,60,23684,22847,2003,9,1,71,2,1125,,190.03,Egypt,CPMR
19/08/2021,11967,16900,179,104,196,,,9,1,6,1,,2,113.53,Egypt,CPA
19/08/2021,16105,30601,256,114,262,,,,,6,,,,136.84,KSA,CPLPV
19/08/2021,29805,53464,300,90,303,,,,,3,,,,172.4,KSA,CPC
19/08/2021,37233,60001,261,58,279,,,1,,16,1,,,193.77,KSA,CPC
19/08/2021,49494,53685,173,15,6488,6288,961,,,27,,976,,242.69,KSA,CPMR
19/08/2021,81828,96512,73,37,2709,,,19,13,778,8,,2,205.64,Egypt,CPE
19/08/2021,12180,14171,752,24,1767,1007,211,1,,6,1,279,,33.87,Egypt,CPC
19/08/2021,144005,145982,690,43,20995,20249,1740,4,,49,3,980,,175.88,Egypt,CPMR
18/08/2021,10740,15536,191,138,229,,,15,4,18,1,,7,112.37,Egypt,CPA
18/08/2021,15046,28774,240,107,243,,,,,3,,,,133.12,KSA,CPLPV
18/08/2021,29181,57625,350,91,355,,,,,5,,,,167.38,KSA,CPC
18/08/2021,38370,64353,350,103,368,,,3,2,12,1,,3,199.24,KSA,CPC
18/08/2021,28401,30143,117,9,5275,5094,1092,,,64,,1111,,245.41,KSA,CPMR
18/08/2021,88705,106435,3,,1707,,,6,2,832,2,,2,283.77,Egypt,CPE
18/08/2021,13177,15350,826,41,1952,1118,235,2,,5,1,322,,33.71,Egypt,CPC
18/08/2021,164911,167807,773,57,23493,22673,2027,2,2,43,,1166,,191.21,Egypt,CPMR
17/08/2021,5149,6002,80,51,97,,,4,4,8,1,,2,49,Egypt,CPA
17/08/2021,9404,16984,125,62,126,,,,,1,,,,90.47,KSA,CPLPV
17/08/2021,17083,27176,152,34,157,,,,,5,,,,72.13,KSA,CPC
17/08/2021,35309,64045,305,63,326,,,,,20,1,,,204.68,KSA,CPC
17/08/2021,15912,24181,176,98,185,,,3,2,3,1,,2,51.89,Egypt,CPLPV
17/08/2021,31647,32374,14,,3870,3821,366,1,1,33,,366,,244.08,KSA,CPMR
17/08/2021,77281,102007,3,1,2042,,,2,6,1274,2,,,276.86,Egypt,CPE
17/08/2021,14988,17605,858,42,2057,1194,237,2,,3,,330,,35.33,Egypt,CPC
17/08/2021,178745,179724,723,53,23584,22810,1863,3,1,46,1,1114,,186.15,Egypt,CPMR
16/08/2021,39523,72438,309,35,327,,,,2,15,1,,,204.8,KSA,CPC
16/08/2021,30347,52112,550,313,620,,,31,11,23,5,,11,103.23,Egypt,CPLPV
16/08/2021,26498,28326,9,,3294,3242,309,,2,41,,311,,243.95,KSA,CPMR
16/08/2021,42628,55126,2,,1999,,,3,7,1515,3,,,264.37,Egypt,CPE
16/08/2021,11161,12529,770,27,2135,1358,306,1,,6,,388,,31.74,Egypt,CPC
16/08/2021,165713,167189,826,63,25007,24108,2364,7,2,62,2,1342,1,191.64,Egypt,CPMR
15/08/2021,16656,31309,148,40,159,,,2,2,7,,,2,76.34,Egypt,CPLPV
15/08/2021,24312,24754,23,,3332,3231,324,,1,76,1,328,,242.99,KSA,CPMR
15/08/2021,104608,135434,17,6,1624,,,9,5,666,3,,,207.52,Egypt,CPE
15/08/2021,19892,28368,826,33,1782,950,189,1,,5,,262,,44.82,Egypt,CPC
15/08/2021,160864,161947,824,67,25465,24566,2321,10,1,63,1,1285,,185.23,Egypt,CPMR
14/08/2021,15668,29491,149,34,160,,,4,2,5,,,,79.66,Egypt,CPLPV
14/08/2021,27087,27087,18,,3725,3631,340,1,,75,,341,,244.88,KSA,CPMR
14/08/2021,89584,116627,17,4,1627,,,9,2,814,,,,207.97,Egypt,CPE
14/08/2021,19977,30535,841,41,1562,713,151,2,,6,,206,,47.07,Egypt,CPC
14/08/2021,152865,155985,821,71,26134,25238,2420,7,3,65,,1353,,182.17,Egypt,CPMR
13/08/2021,14158,25799,152,46,162,,,3,1,6,,,,73.73,Egypt,CPLPV
13/08/2021,36153,37076,19,,4396,4305,382,3,,68,1,382,,226.13,KSA,CPMR
13/08/2021,67016,88113,23,9,1620,,,9,5,954,4,,,205.05,Egypt,CPE
13/08/2021,19243,30287,907,29,1652,732,144,3,,10,,194,,50.66,Egypt,CPC
13/08/2021,156119,158582,800,56,26022,25158,2350,8,1,54,1,1297,,181.22,Egypt,CPMR
12/8/2021,13704,27115,157,58,163,,,2,,4,,,2,73.89,Egypt,CPLPV
12/8/2021,63937,65546,19,,6497,6436,559,1,,41,,560,,233.81,KSA,CPMR
12/8/2021,46528,61416,15,11,1643,,,7,,1176,1,,,204.46,Egypt,CPE
12/8/2021,18804,29535,837,33,1583,737,142,1,,8,,179,,47.84,Egypt,CPC
12/8/2021,165730,167521,815,55,25791,24903,2183,6,4,63,,1204,,179.07,Egypt,CPMR
11/8/2021,13352,27746,143,38,152,,,2,1,6,,,1,71.72,Egypt,CPLPV
11/8/2021,26159,26993,12,,3545,3480,361,,,53,,360,,226.13,KSA,CPMR
11/8/2021,194304,220793,,,97695,97264,30626,11,45,312,63,36608,,279.8,Egypt,CPE
11/8/2021,18900,30357,849,28,1596,738,119,2,1,6,,168,,49.29,Egypt,CPC
11/8/2021,164468,170167,806,60,24611,23725,2134,8,2,69,1,1227,,178.2,Egypt,CPMR
10/8/2021,17197,31269,206,64,219,,,6,,7,,,,68.94,Egypt,CPLPV
10/8/2021,53164,53961,18,,5905,5843,548,,,43,1,550,,219.97,KSA,CPMR
10/8/2021,202761,240453,,,106734,106127,30515,17,68,423,99,37525,,266.73,Egypt,CPE
10/8/2021,17863,30511,885,35,1717,820,190,6,,6,,255,,47.94,Egypt,CPC
10/8/2021,195398,195398,765,55,25221,24389,1909,5,1,61,,1160,,176.62,Egypt,CPMR
9/8/2021,18944,46573,282,116,289,,,2,,5,,,4,68.35,Egypt,CPLPV
9/8/2021,74671,78093,25,,6994,6948,626,,,20,1,628,,227.21,KSA,CPMR
9/8/2021,212671,243313,2,,112796,112268,38386,12,68,356,90,45309,,278.47,Egypt,CPE
9/8/2021,19072,31340,703,26,1279,568,106,2,,6,,151,,41.84,Egypt,CPC
9/8/2021,214975,216963,756,55,25270,24445,1937,6,2,60,1,1114,,186.05,Egypt,CPMR
9/8/2021,49901,62031,186,59,200,,,,,14,,,,695.34,Qatar,CPA
9/8/2021,39623,44113,140,14,5439,5281,1590,2,,16,,1800,,207.98,Qatar,CPMR
8/8/2021,35408,79479,426,174,439,,,5,1,6,1,,1,87.17,Egypt,CPLPV
8/8/2021,39504,42383,16,,4069,4001,353,1,,51,,353,,210.73,KSA,CPMR
8/8/2021,81040,86779,4,,48563,48553,29882,1,1,4,,31176,,214.56,Egypt,CPE
8/8/2021,23488,47105,488,23,501,,,4,,8,1,,,47.65,Egypt,CPC
8/8/2021,188288,193808,817,68,25730,24851,2187,6,2,54,,1192,,192.25,Egypt,CPMR
8/8/2021,1452,1955,11,4,12,,,,,1,,,,6.99,UAE,Remarketing
8/8/2021,279,295,4,3,4,,,,,,,,,10.75,UAE,CPA
8/8/2021,342,460,4,1,4,,,,,,,,,2.63,na,CPLPV
8/8/2021,711,1399,5,3,5,,,,,,,,,7.06,UAE,CPLPV
8/8/2021,716,782,44,1,136,91,16,,,1,,9,,7.76,UAE,CPC
8/8/2021,82814,137270,720,219,737,,,,,17,,,1,1431.4,Qatar,CPA
8/8/2021,111870,123568,403,33,13972,13543,3931,1,,25,,4374,,576.15,Qatar,CPMR
7/8/2021,39960,102839,585,266,598,,,2,1,10,,,,116.29,Egypt,CPLPV
7/8/2021,27640,28108,17,,3387,3310,312,,,60,,313,,244.12,KSA,CPMR
7/8/2021,76160,82988,3,2,45338,45320,27076,1,1,12,1,28281,,210.94,Egypt,CPE
7/8/2021,22760,41108,442,26,449,,,1,,6,,,,48.96,Egypt,CPC
7/8/2021,166106,166106,907,88,25607,24630,2365,4,2,63,1,1340,,187.54,Egypt,CPMR
7/8/2021,2043,2852,10,1,13,,,,,3,,,1,10.32,UAE,Remarketing
7/8/2021,560,600,9,6,9,,,,,,,,,13.95,UAE,CPA
7/8/2021,1097,1969,12,4,12,,,,,,,,,10.9,na,CPLPV
7/8/2021,991,1825,13,9,13,,,,,,,,,10.82,UAE,CPLPV
7/8/2021,980,1141,56,3,177,119,24,,,2,,15,,9.48,UAE,CPC
7/8/2021,84299,136003,727,241,746,,,2,,17,,,,1443.69,Qatar,CPA
7/8/2021,94107,103737,328,36,12415,12046,3562,2,1,38,,3935,,532.59,Qatar,CPMR
6/8/2021,35512,83785,491,182,501,,,4,,6,,,1,113.23,Egypt,CPLPV
6/8/2021,32679,33190,13,,3887,3811,341,,1,62,,343,,233.21,KSA,CPMR
6/8/2021,66366,72547,5,1,40374,40355,23960,,,13,1,25088,,202.76,Egypt,CPE
6/8/2021,22184,41144,423,15,438,,,3,1,11,,,,49.15,Egypt,CPC
6/8/2021,157248,160878,753,58,23612,22793,2186,4,1,61,,1300,,179.37,Egypt,CPMR
6/8/2021,1478,2022,9,,9,,,,,,,,,10.17,UAE,Remarketing
6/8/2021,379,402,10,6,10,,,,,,,,1,15.28,UAE,CPA
6/8/2021,940,1608,11,6,11,,,,,,,,,9.94,na,CPLPV
6/8/2021,899,1521,20,12,20,,,,,,,,,9.83,UAE,CPLPV
6/8/2021,1067,1245,56,6,179,123,16,,,,,9,,11.01,UAE,CPC
6/8/2021,87535,142043,531,158,566,,,,,35,,,,1488.27,Qatar,CPA
6/8/2021,101310,108530,306,25,12017,11668,3047,1,,42,,3390,,512.39,Qatar,CPMR
5/8/2021,34556,84483,461,182,474,,,4,1,8,,,2,115.29,Egypt,CPLPV
5/8/2021,37157,37451,22,,4102,4024,368,,,56,,368,,229.95,KSA,CPMR
5/8/2021,63477,67028,3,1,37777,37766,22578,,,8,,23578,,196.74,Egypt,CPE
5/8/2021,21807,43073,444,27,457,,,3,2,8,,,,49.24,Egypt,CPC
5/8/2021,162862,166010,837,61,22875,21963,2073,8,2,65,,1262,,178.75,Egypt,CPMR
5/8/2021,1443,2242,19,1,19,,,,,,,,,9.9,UAE,Remarketing
5/8/2021,492,558,9,5,9,,,,,,,,,16.21,UAE,CPA
5/8/2021,1027,1839,10,7,10,,,,,,,,,9.68,na,CPLPV
5/8/2021,927,1741,13,4,13,,,,,,,,,9.84,UAE,CPLPV
5/8/2021,905,1022,59,1,165,106,19,,,,,14,,10.54,UAE,CPC
5/8/2021,82727,135990,418,142,460,,,,1,40,1,,,1322.49,Qatar,CPA
5/8/2021,105485,111723,340,29,11905,11524,2770,1,,40,,3067,,501.73,Qatar,CPMR
4/8/2021,31216,81174,492,208,511,,,9,1,9,,,,110.9,Egypt,CPLPV
4/8/2021,46376,47172,17,,4733,4681,400,,,35,,401,,226.43,KSA,CPMR
4/8/2021,84975,89570,5,,55558,55541,34251,2,,10,,37444,,298.85,Egypt,CPE
4/8/2021,22144,43370,432,36,444,,,3,1,8,,,,46.74,Egypt,CPC
4/8/2021,170305,174395,768,71,22651,21825,2041,5,4,47,2,1183,1,177.64,Egypt,CPMR
4/8/2021,16720,36668,156,37,164,,,1,,7,,,,242.78,UAE,Remarketing
4/8/2021,6336,8167,140,61,140,,,,,,,,5,302.53,UAE,CPA
4/8/2021,13176,26833,146,64,146,,,,,,,,,191.09,na,CPLPV
4/8/2021,12376,25226,138,68,138,,,,,,,,,191.18,UAE,CPLPV
4/8/2021,20183,25691,500,25,2633,2116,334,,,17,,229,,243.99,UAE,CPC
4/8/2021,67968,119921,613,240,651,,,2,2,33,1,,1,1321.65,Qatar,CPA
4/8/2021,125026,131208,358,33,14359,13955,3247,,3,43,,3578,,505.55,Qatar,CPMR
3/8/2021,29960,68038,377,158,381,,,1,2,1,,,3,95.34,Egypt,CPLPV
3/8/2021,63056,63249,26,,5946,5890,551,,,30,,550,,225.62,KSA,CPMR
